"","original","dir","uuid","new","old_path","new_path"
"1","3MA_DIV15_C1_01_W2491 BP_T.stk_kymograph.tif","C:\Users\fl299\PhD\Data\Mine\Spinning Disc\Kymographs and Traces\CNC59","c3dce8c6-76c4-11eb-b225-89d6ef3c0ab9","c3dce8c6-76c4-11eb-b225-89d6ef3c0ab9.tif","C:\Users\fl299\PhD\Data\Mine\Spinning Disc\Kymographs and Traces\CNC59/3MA_DIV15_C1_01_W2491 BP_T.stk_kymograph.tif","C:\Users\fl299\PhD\Data\Mine\Spinning Disc\Kymographs and Traces\blinded\CNC59/c3dce8c6-76c4-11eb-b225-89d6ef3c0ab9.tif"
"2","MCR_C1_01_W2491 BP_T.stk_kymograph.tif","C:\Users\fl299\PhD\Data\Mine\Spinning Disc\Kymographs and Traces\CNC59","ae2f4a24-b122-4bb3-a726-23f86dd870ed","ae2f4a24-b122-4bb3-a726-23f86dd870ed.tif","C:\Users\fl299\PhD\Data\Mine\Spinning Disc\Kymographs and Traces\CNC59/MCR_C1_01_W2491 BP_T.stk_kymograph.tif","C:\Users\fl299\PhD\Data\Mine\Spinning Disc\Kymographs and Traces\blinded\CNC59/ae2f4a24-b122-4bb3-a726-23f86dd870ed.tif"
"3","MCR_C2_01_W2491 BP_T.stk_kymograph.tif","C:\Users\fl299\PhD\Data\Mine\Spinning Disc\Kymographs and Traces\CNC59","047437e8-5ead-495f-9c28-fa6a1423b7e2","047437e8-5ead-495f-9c28-fa6a1423b7e2.tif","C:\Users\fl299\PhD\Data\Mine\Spinning Disc\Kymographs and Traces\CNC59/MCR_C2_01_W2491 BP_T.stk_kymograph.tif","C:\Users\fl299\PhD\Data\Mine\Spinning Disc\Kymographs and Traces\blinded\CNC59/047437e8-5ead-495f-9c28-fa6a1423b7e2.tif"
"4","MCR_C3_01_W2491 BP_T.stk_kymograph.tif","C:\Users\fl299\PhD\Data\Mine\Spinning Disc\Kymographs and Traces\CNC59","534d63a7-e3ae-4617-8e2c-17a5bbe89ca6","534d63a7-e3ae-4617-8e2c-17a5bbe89ca6.tif","C:\Users\fl299\PhD\Data\Mine\Spinning Disc\Kymographs and Traces\CNC59/MCR_C3_01_W2491 BP_T.stk_kymograph.tif","C:\Users\fl299\PhD\Data\Mine\Spinning Disc\Kymographs and Traces\blinded\CNC59/534d63a7-e3ae-4617-8e2c-17a5bbe89ca6.tif"
"5","MCR_C4_03_W2491 BP_T.stk_kymograph.tif","C:\Users\fl299\PhD\Data\Mine\Spinning Disc\Kymographs and Traces\CNC59","9a625d3c-1fd8-4fe9-9266-16738729f1a7","9a625d3c-1fd8-4fe9-9266-16738729f1a7.tif","C:\Users\fl299\PhD\Data\Mine\Spinning Disc\Kymographs and Traces\CNC59/MCR_C4_03_W2491 BP_T.stk_kymograph.tif","C:\Users\fl299\PhD\Data\Mine\Spinning Disc\Kymographs and Traces\blinded\CNC59/9a625d3c-1fd8-4fe9-9266-16738729f1a7.tif"
"6","MCR_C5_01_W2491 BP_T.stk_kymograph.tif","C:\Users\fl299\PhD\Data\Mine\Spinning Disc\Kymographs and Traces\CNC59","b7bf19f3-f483-4154-b526-837597776cf8","b7bf19f3-f483-4154-b526-837597776cf8.tif","C:\Users\fl299\PhD\Data\Mine\Spinning Disc\Kymographs and Traces\CNC59/MCR_C5_01_W2491 BP_T.stk_kymograph.tif","C:\Users\fl299\PhD\Data\Mine\Spinning Disc\Kymographs and Traces\blinded\CNC59/b7bf19f3-f483-4154-b526-837597776cf8.tif"
"7","MCR_C6_01_W2491 BP_T.stk_kymograph.tif","C:\Users\fl299\PhD\Data\Mine\Spinning Disc\Kymographs and Traces\CNC59","24c71941-c99e-44e5-b57c-e5daf233d7e9","24c71941-c99e-44e5-b57c-e5daf233d7e9.tif","C:\Users\fl299\PhD\Data\Mine\Spinning Disc\Kymographs and Traces\CNC59/MCR_C6_01_W2491 BP_T.stk_kymograph.tif","C:\Users\fl299\PhD\Data\Mine\Spinning Disc\Kymographs and Traces\blinded\CNC59/24c71941-c99e-44e5-b57c-e5daf233d7e9.tif"
"8","MR_C1_01_W2491 BP_T.stk_kymograph.tif","C:\Users\fl299\PhD\Data\Mine\Spinning Disc\Kymographs and Traces\CNC59","78b4a38f-3166-4f87-95c1-384a545fbe56","78b4a38f-3166-4f87-95c1-384a545fbe56.tif","C:\Users\fl299\PhD\Data\Mine\Spinning Disc\Kymographs and Traces\CNC59/MR_C1_01_W2491 BP_T.stk_kymograph.tif","C:\Users\fl299\PhD\Data\Mine\Spinning Disc\Kymographs and Traces\blinded\CNC59/78b4a38f-3166-4f87-95c1-384a545fbe56.tif"
"9","MR_C2_01_W2491 BP_T.stk_kymograph.tif","C:\Users\fl299\PhD\Data\Mine\Spinning Disc\Kymographs and Traces\CNC59","6f5b8f64-0617-4a34-a2ee-8a436347c3d5","6f5b8f64-0617-4a34-a2ee-8a436347c3d5.tif","C:\Users\fl299\PhD\Data\Mine\Spinning Disc\Kymographs and Traces\CNC59/MR_C2_01_W2491 BP_T.stk_kymograph.tif","C:\Users\fl299\PhD\Data\Mine\Spinning Disc\Kymographs and Traces\blinded\CNC59/6f5b8f64-0617-4a34-a2ee-8a436347c3d5.tif"
"10","MR_C3_01_W2491 BP_T.stk_kymograph.tif","C:\Users\fl299\PhD\Data\Mine\Spinning Disc\Kymographs and Traces\CNC59","bdf7a986-dd80-4038-8fc7-9149685ad3e4","bdf7a986-dd80-4038-8fc7-9149685ad3e4.tif","C:\Users\fl299\PhD\Data\Mine\Spinning Disc\Kymographs and Traces\CNC59/MR_C3_01_W2491 BP_T.stk_kymograph.tif","C:\Users\fl299\PhD\Data\Mine\Spinning Disc\Kymographs and Traces\blinded\CNC59/bdf7a986-dd80-4038-8fc7-9149685ad3e4.tif"
"11","MR_C4_01_W2491 BP_T.stk_kymograph.tif","C:\Users\fl299\PhD\Data\Mine\Spinning Disc\Kymographs and Traces\CNC59","cee15395-ce44-424b-9c6b-a72ca9618ac6","cee15395-ce44-424b-9c6b-a72ca9618ac6.tif","C:\Users\fl299\PhD\Data\Mine\Spinning Disc\Kymographs and Traces\CNC59/MR_C4_01_W2491 BP_T.stk_kymograph.tif","C:\Users\fl299\PhD\Data\Mine\Spinning Disc\Kymographs and Traces\blinded\CNC59/cee15395-ce44-424b-9c6b-a72ca9618ac6.tif"
"12","MR_C5_01_W2491 BP_T.stk_kymograph.tif","C:\Users\fl299\PhD\Data\Mine\Spinning Disc\Kymographs and Traces\CNC59","e74a0b76-4b27-4007-892b-4822698fc1f9","e74a0b76-4b27-4007-892b-4822698fc1f9.tif","C:\Users\fl299\PhD\Data\Mine\Spinning Disc\Kymographs and Traces\CNC59/MR_C5_01_W2491 BP_T.stk_kymograph.tif","C:\Users\fl299\PhD\Data\Mine\Spinning Disc\Kymographs and Traces\blinded\CNC59/e74a0b76-4b27-4007-892b-4822698fc1f9.tif"
"13","WTR_C2_01_W2491 BP_T.stk_kymograph.tif","C:\Users\fl299\PhD\Data\Mine\Spinning Disc\Kymographs and Traces\CNC59","d938708d-6546-40b4-a47c-fbe74ed1477c","d938708d-6546-40b4-a47c-fbe74ed1477c.tif","C:\Users\fl299\PhD\Data\Mine\Spinning Disc\Kymographs and Traces\CNC59/WTR_C2_01_W2491 BP_T.stk_kymograph.tif","C:\Users\fl299\PhD\Data\Mine\Spinning Disc\Kymographs and Traces\blinded\CNC59/d938708d-6546-40b4-a47c-fbe74ed1477c.tif"
"14","WTR_C3_01_W2491 BP_T.stk_kymograph.tif","C:\Users\fl299\PhD\Data\Mine\Spinning Disc\Kymographs and Traces\CNC59","3c9e16bc-441b-4c6c-ad61-e7a83566c07e","3c9e16bc-441b-4c6c-ad61-e7a83566c07e.tif","C:\Users\fl299\PhD\Data\Mine\Spinning Disc\Kymographs and Traces\CNC59/WTR_C3_01_W2491 BP_T.stk_kymograph.tif","C:\Users\fl299\PhD\Data\Mine\Spinning Disc\Kymographs and Traces\blinded\CNC59/3c9e16bc-441b-4c6c-ad61-e7a83566c07e.tif"
"15","WTR_C4_01_W2491 BP_T.stk_kymograph.tif","C:\Users\fl299\PhD\Data\Mine\Spinning Disc\Kymographs and Traces\CNC59","20f1192f-191a-4c0c-97c7-1dfb200696c0","20f1192f-191a-4c0c-97c7-1dfb200696c0.tif","C:\Users\fl299\PhD\Data\Mine\Spinning Disc\Kymographs and Traces\CNC59/WTR_C4_01_W2491 BP_T.stk_kymograph.tif","C:\Users\fl299\PhD\Data\Mine\Spinning Disc\Kymographs and Traces\blinded\CNC59/20f1192f-191a-4c0c-97c7-1dfb200696c0.tif"
