"","original","dir","uuid","new","old_path","new_path"
"1","GL_C1_01_W2561_T.stk_kymograph.tif","C:\Users\fl299\PhD\Data\Mine\Spinning Disc\Kymographs and Traces\CNC57","c38e8910-76c4-11eb-b225-89d6ef3c0ab9","c38e8910-76c4-11eb-b225-89d6ef3c0ab9.tif","C:\Users\fl299\PhD\Data\Mine\Spinning Disc\Kymographs and Traces\CNC57/GL_C1_01_W2561_T.stk_kymograph.tif","C:\Users\fl299\PhD\Data\Mine\Spinning Disc\Kymographs and Traces\blinded\CNC57/c38e8910-76c4-11eb-b225-89d6ef3c0ab9.tif"
"2","GL_C2_01_W2561_T.stk_kymograph.tif","C:\Users\fl299\PhD\Data\Mine\Spinning Disc\Kymographs and Traces\CNC57","c4f5134e-3065-4744-9c0d-8234006cbe8b","c4f5134e-3065-4744-9c0d-8234006cbe8b.tif","C:\Users\fl299\PhD\Data\Mine\Spinning Disc\Kymographs and Traces\CNC57/GL_C2_01_W2561_T.stk_kymograph.tif","C:\Users\fl299\PhD\Data\Mine\Spinning Disc\Kymographs and Traces\blinded\CNC57/c4f5134e-3065-4744-9c0d-8234006cbe8b.tif"
"3","GL_C3_01_W2561_T.stk_kymograph.tif","C:\Users\fl299\PhD\Data\Mine\Spinning Disc\Kymographs and Traces\CNC57","847aac26-4fa8-485a-8a92-5beb719f165a","847aac26-4fa8-485a-8a92-5beb719f165a.tif","C:\Users\fl299\PhD\Data\Mine\Spinning Disc\Kymographs and Traces\CNC57/GL_C3_01_W2561_T.stk_kymograph.tif","C:\Users\fl299\PhD\Data\Mine\Spinning Disc\Kymographs and Traces\blinded\CNC57/847aac26-4fa8-485a-8a92-5beb719f165a.tif"
"4","GL_C4_01_W2561_T.stk_kymograph.tif","C:\Users\fl299\PhD\Data\Mine\Spinning Disc\Kymographs and Traces\CNC57","046d76eb-d9d8-449c-9df5-77feae0a7ba6","046d76eb-d9d8-449c-9df5-77feae0a7ba6.tif","C:\Users\fl299\PhD\Data\Mine\Spinning Disc\Kymographs and Traces\CNC57/GL_C4_01_W2561_T.stk_kymograph.tif","C:\Users\fl299\PhD\Data\Mine\Spinning Disc\Kymographs and Traces\blinded\CNC57/046d76eb-d9d8-449c-9df5-77feae0a7ba6.tif"
"5","GL_C5_01_W2561_T.stk_kymograph.tif","C:\Users\fl299\PhD\Data\Mine\Spinning Disc\Kymographs and Traces\CNC57","4060d573-9cd2-4964-9a7d-737053b4e105","4060d573-9cd2-4964-9a7d-737053b4e105.tif","C:\Users\fl299\PhD\Data\Mine\Spinning Disc\Kymographs and Traces\CNC57/GL_C5_01_W2561_T.stk_kymograph.tif","C:\Users\fl299\PhD\Data\Mine\Spinning Disc\Kymographs and Traces\blinded\CNC57/4060d573-9cd2-4964-9a7d-737053b4e105.tif"
"6","GL_C6_01_W2561_T.stk_kymograph.tif","C:\Users\fl299\PhD\Data\Mine\Spinning Disc\Kymographs and Traces\CNC57","f475c86a-65ab-4e10-8662-dcb94f1bf308","f475c86a-65ab-4e10-8662-dcb94f1bf308.tif","C:\Users\fl299\PhD\Data\Mine\Spinning Disc\Kymographs and Traces\CNC57/GL_C6_01_W2561_T.stk_kymograph.tif","C:\Users\fl299\PhD\Data\Mine\Spinning Disc\Kymographs and Traces\blinded\CNC57/f475c86a-65ab-4e10-8662-dcb94f1bf308.tif"
"7","SGL_C2_01_W1491 BP_T.stk_kymograph.tif","C:\Users\fl299\PhD\Data\Mine\Spinning Disc\Kymographs and Traces\CNC57","aa8d8b09-bf9b-4948-9ec2-200370770aa9","aa8d8b09-bf9b-4948-9ec2-200370770aa9.tif","C:\Users\fl299\PhD\Data\Mine\Spinning Disc\Kymographs and Traces\CNC57/SGL_C2_01_W1491 BP_T.stk_kymograph.tif","C:\Users\fl299\PhD\Data\Mine\Spinning Disc\Kymographs and Traces\blinded\CNC57/aa8d8b09-bf9b-4948-9ec2-200370770aa9.tif"
"8","SGL_C2_01_W2561_T.stk_kymograph.tif","C:\Users\fl299\PhD\Data\Mine\Spinning Disc\Kymographs and Traces\CNC57","d30a1595-0938-4f86-80d4-1a11d0255874","d30a1595-0938-4f86-80d4-1a11d0255874.tif","C:\Users\fl299\PhD\Data\Mine\Spinning Disc\Kymographs and Traces\CNC57/SGL_C2_01_W2561_T.stk_kymograph.tif","C:\Users\fl299\PhD\Data\Mine\Spinning Disc\Kymographs and Traces\blinded\CNC57/d30a1595-0938-4f86-80d4-1a11d0255874.tif"
"9","SGL_C4_01_W1491 BP_T.stk_kymograph.tif","C:\Users\fl299\PhD\Data\Mine\Spinning Disc\Kymographs and Traces\CNC57","d44d896d-73a1-4427-8941-3a7be51f791e","d44d896d-73a1-4427-8941-3a7be51f791e.tif","C:\Users\fl299\PhD\Data\Mine\Spinning Disc\Kymographs and Traces\CNC57/SGL_C4_01_W1491 BP_T.stk_kymograph.tif","C:\Users\fl299\PhD\Data\Mine\Spinning Disc\Kymographs and Traces\blinded\CNC57/d44d896d-73a1-4427-8941-3a7be51f791e.tif"
"10","SGL_C4_01_W2561_T.stk_kymograph.tif","C:\Users\fl299\PhD\Data\Mine\Spinning Disc\Kymographs and Traces\CNC57","cc8a5826-8344-420b-9c18-9fbb8598a915","cc8a5826-8344-420b-9c18-9fbb8598a915.tif","C:\Users\fl299\PhD\Data\Mine\Spinning Disc\Kymographs and Traces\CNC57/SGL_C4_01_W2561_T.stk_kymograph.tif","C:\Users\fl299\PhD\Data\Mine\Spinning Disc\Kymographs and Traces\blinded\CNC57/cc8a5826-8344-420b-9c18-9fbb8598a915.tif"
