"","original","dir","uuid","new","old_path","new_path"
"1","GFP_C1_01_W2561_T.stk_duplicate (Projected Kymograph).tif","C:\Users\Fiona\Desktop\200819_cnc25\GFP\stacks\kymographs","2168e270-c4f5-11e9-86d1-d18661249c32","2168e270-c4f5-11e9-86d1-d18661249c32.tif","C:\Users\Fiona\Desktop\200819_cnc25\GFP\stacks\kymographs\GFP_C1_01_W2561_T.stk_duplicate (Projected Kymograph).tif","C:\Users\Fiona\Desktop\CNC25_kymographs\2168e270-c4f5-11e9-86d1-d18661249c32.tif"
"2","GFP_C2_01_W2561_T.stk_duplicate (Projected Kymograph).tif","C:\Users\Fiona\Desktop\200819_cnc25\GFP\stacks\kymographs","2168e271-c4f5-11e9-86d1-d18661249c32","2168e271-c4f5-11e9-86d1-d18661249c32.tif","C:\Users\Fiona\Desktop\200819_cnc25\GFP\stacks\kymographs\GFP_C2_01_W2561_T.stk_duplicate (Projected Kymograph).tif","C:\Users\Fiona\Desktop\CNC25_kymographs\2168e271-c4f5-11e9-86d1-d18661249c32.tif"
"3","GFP_C3_01_W2561_T.stk_duplicate (Projected Kymograph).tif","C:\Users\Fiona\Desktop\200819_cnc25\GFP\stacks\kymographs","21690944-c4f5-11e9-86d1-d18661249c32","21690944-c4f5-11e9-86d1-d18661249c32.tif","C:\Users\Fiona\Desktop\200819_cnc25\GFP\stacks\kymographs\GFP_C3_01_W2561_T.stk_duplicate (Projected Kymograph).tif","C:\Users\Fiona\Desktop\CNC25_kymographs\21690944-c4f5-11e9-86d1-d18661249c32.tif"
"4","GFP_C4_01_W2561_T.stk_duplicate (Projected Kymograph).tif","C:\Users\Fiona\Desktop\200819_cnc25\GFP\stacks\kymographs","21690945-c4f5-11e9-86d1-d18661249c32","21690945-c4f5-11e9-86d1-d18661249c32.tif","C:\Users\Fiona\Desktop\200819_cnc25\GFP\stacks\kymographs\GFP_C4_01_W2561_T.stk_duplicate (Projected Kymograph).tif","C:\Users\Fiona\Desktop\CNC25_kymographs\21690945-c4f5-11e9-86d1-d18661249c32.tif"
"5","GFP_C5_01_W2561_T.stk_duplicate (Projected Kymograph).tif","C:\Users\Fiona\Desktop\200819_cnc25\GFP\stacks\kymographs","21690946-c4f5-11e9-86d1-d18661249c32","21690946-c4f5-11e9-86d1-d18661249c32.tif","C:\Users\Fiona\Desktop\200819_cnc25\GFP\stacks\kymographs\GFP_C5_01_W2561_T.stk_duplicate (Projected Kymograph).tif","C:\Users\Fiona\Desktop\CNC25_kymographs\21690946-c4f5-11e9-86d1-d18661249c32.tif"
"6","GFP_C6_01_W2561_T.stk_duplicate (Projected Kymograph).tif","C:\Users\Fiona\Desktop\200819_cnc25\GFP\stacks\kymographs","21690947-c4f5-11e9-86d1-d18661249c32","21690947-c4f5-11e9-86d1-d18661249c32.tif","C:\Users\Fiona\Desktop\200819_cnc25\GFP\stacks\kymographs\GFP_C6_01_W2561_T.stk_duplicate (Projected Kymograph).tif","C:\Users\Fiona\Desktop\CNC25_kymographs\21690947-c4f5-11e9-86d1-d18661249c32.tif"
"7","GFP_C7_01_W2561_T.stk_duplicate (Projected Kymograph).tif","C:\Users\Fiona\Desktop\200819_cnc25\GFP\stacks\kymographs","21690948-c4f5-11e9-86d1-d18661249c32","21690948-c4f5-11e9-86d1-d18661249c32.tif","C:\Users\Fiona\Desktop\200819_cnc25\GFP\stacks\kymographs\GFP_C7_01_W2561_T.stk_duplicate (Projected Kymograph).tif","C:\Users\Fiona\Desktop\CNC25_kymographs\21690948-c4f5-11e9-86d1-d18661249c32.tif"
"8","GFP_C8_01_W2561_T.stk_duplicate (Projected Kymograph).tif","C:\Users\Fiona\Desktop\200819_cnc25\GFP\stacks\kymographs","21690949-c4f5-11e9-86d1-d18661249c32","21690949-c4f5-11e9-86d1-d18661249c32.tif","C:\Users\Fiona\Desktop\200819_cnc25\GFP\stacks\kymographs\GFP_C8_01_W2561_T.stk_duplicate (Projected Kymograph).tif","C:\Users\Fiona\Desktop\CNC25_kymographs\21690949-c4f5-11e9-86d1-d18661249c32.tif"
"9","M2_C1_01_W2561_T.stk_duplicate (Projected Kymograph).tif","C:\Users\Fiona\Desktop\200819_cnc25\Mut2\stacks\kymographs","2169094a-c4f5-11e9-86d1-d18661249c32","2169094a-c4f5-11e9-86d1-d18661249c32.tif","C:\Users\Fiona\Desktop\200819_cnc25\Mut2\stacks\kymographs\M2_C1_01_W2561_T.stk_duplicate (Projected Kymograph).tif","C:\Users\Fiona\Desktop\CNC25_kymographs\2169094a-c4f5-11e9-86d1-d18661249c32.tif"
"10","M2_C2_01_W2561_T.stk_duplicate (Projected Kymograph).tif","C:\Users\Fiona\Desktop\200819_cnc25\Mut2\stacks\kymographs","2169094b-c4f5-11e9-86d1-d18661249c32","2169094b-c4f5-11e9-86d1-d18661249c32.tif","C:\Users\Fiona\Desktop\200819_cnc25\Mut2\stacks\kymographs\M2_C2_01_W2561_T.stk_duplicate (Projected Kymograph).tif","C:\Users\Fiona\Desktop\CNC25_kymographs\2169094b-c4f5-11e9-86d1-d18661249c32.tif"
"11","M2_C3_01_W2561_T.stk_duplicate (Projected Kymograph).tif","C:\Users\Fiona\Desktop\200819_cnc25\Mut2\stacks\kymographs","2169094c-c4f5-11e9-86d1-d18661249c32","2169094c-c4f5-11e9-86d1-d18661249c32.tif","C:\Users\Fiona\Desktop\200819_cnc25\Mut2\stacks\kymographs\M2_C3_01_W2561_T.stk_duplicate (Projected Kymograph).tif","C:\Users\Fiona\Desktop\CNC25_kymographs\2169094c-c4f5-11e9-86d1-d18661249c32.tif"
"12","M2_C4_01_W2561_T.stk_duplicate (Projected Kymograph).tif","C:\Users\Fiona\Desktop\200819_cnc25\Mut2\stacks\kymographs","2169094d-c4f5-11e9-86d1-d18661249c32","2169094d-c4f5-11e9-86d1-d18661249c32.tif","C:\Users\Fiona\Desktop\200819_cnc25\Mut2\stacks\kymographs\M2_C4_01_W2561_T.stk_duplicate (Projected Kymograph).tif","C:\Users\Fiona\Desktop\CNC25_kymographs\2169094d-c4f5-11e9-86d1-d18661249c32.tif"
"13","M2_C6_01_W2561_T.stk_duplicate (Projected Kymograph).tif","C:\Users\Fiona\Desktop\200819_cnc25\Mut2\stacks\kymographs","2169094e-c4f5-11e9-86d1-d18661249c32","2169094e-c4f5-11e9-86d1-d18661249c32.tif","C:\Users\Fiona\Desktop\200819_cnc25\Mut2\stacks\kymographs\M2_C6_01_W2561_T.stk_duplicate (Projected Kymograph).tif","C:\Users\Fiona\Desktop\CNC25_kymographs\2169094e-c4f5-11e9-86d1-d18661249c32.tif"
"14","M2_C7_01_W2561_T.stk_duplicate (Projected Kymograph).tif","C:\Users\Fiona\Desktop\200819_cnc25\Mut2\stacks\kymographs","21693054-c4f5-11e9-86d1-d18661249c32","21693054-c4f5-11e9-86d1-d18661249c32.tif","C:\Users\Fiona\Desktop\200819_cnc25\Mut2\stacks\kymographs\M2_C7_01_W2561_T.stk_duplicate (Projected Kymograph).tif","C:\Users\Fiona\Desktop\CNC25_kymographs\21693054-c4f5-11e9-86d1-d18661249c32.tif"
