"","original","dir","uuid","new","old_path","new_path"
"1","blind","C:\Users\fl299\PhD\Data\Mine\Confocal\CNC84_dendrites\GFP_max_projections\dendrite_sections","32622904-35b6-11ec-b787-bbba5dc9967c","32622904-35b6-11ec-b787-bbba5dc9967c.","C:\Users\fl299\PhD\Data\Mine\Confocal\CNC84_dendrites\GFP_max_projections\dendrite_sections/blind","C:\Users\fl299\PhD\Data\Mine\Confocal\CNC84_dendrites\GFP_max_projections\dendrite_sections\blind/32622904-35b6-11ec-b787-bbba5dc9967c."
"2","ER_C1_ch01.tif_MAX.tif_DENDRITE.tif","C:\Users\fl299\PhD\Data\Mine\Confocal\CNC84_dendrites\GFP_max_projections\dendrite_sections","881f8ef7-824c-4026-8a60-432eb3acb028","881f8ef7-824c-4026-8a60-432eb3acb028.tif","C:\Users\fl299\PhD\Data\Mine\Confocal\CNC84_dendrites\GFP_max_projections\dendrite_sections/ER_C1_ch01.tif_MAX.tif_DENDRITE.tif","C:\Users\fl299\PhD\Data\Mine\Confocal\CNC84_dendrites\GFP_max_projections\dendrite_sections\blind/881f8ef7-824c-4026-8a60-432eb3acb028.tif"
"3","ER_C10_ch01.tif_MAX.tif_DENDRITE.tif","C:\Users\fl299\PhD\Data\Mine\Confocal\CNC84_dendrites\GFP_max_projections\dendrite_sections","fecb31d3-4c88-4ac8-bd45-05531a603dcb","fecb31d3-4c88-4ac8-bd45-05531a603dcb.tif","C:\Users\fl299\PhD\Data\Mine\Confocal\CNC84_dendrites\GFP_max_projections\dendrite_sections/ER_C10_ch01.tif_MAX.tif_DENDRITE.tif","C:\Users\fl299\PhD\Data\Mine\Confocal\CNC84_dendrites\GFP_max_projections\dendrite_sections\blind/fecb31d3-4c88-4ac8-bd45-05531a603dcb.tif"
"4","ER_C2_ch01.tif_MAX.tif_DENDRITE.tif","C:\Users\fl299\PhD\Data\Mine\Confocal\CNC84_dendrites\GFP_max_projections\dendrite_sections","7f367e61-4097-4b88-b604-ce55b248bddb","7f367e61-4097-4b88-b604-ce55b248bddb.tif","C:\Users\fl299\PhD\Data\Mine\Confocal\CNC84_dendrites\GFP_max_projections\dendrite_sections/ER_C2_ch01.tif_MAX.tif_DENDRITE.tif","C:\Users\fl299\PhD\Data\Mine\Confocal\CNC84_dendrites\GFP_max_projections\dendrite_sections\blind/7f367e61-4097-4b88-b604-ce55b248bddb.tif"
"5","ER_C3_ch01.tif_MAX.tif_DENDRITE.tif","C:\Users\fl299\PhD\Data\Mine\Confocal\CNC84_dendrites\GFP_max_projections\dendrite_sections","301e0e44-d925-4ab5-bd71-ab0328c28dd9","301e0e44-d925-4ab5-bd71-ab0328c28dd9.tif","C:\Users\fl299\PhD\Data\Mine\Confocal\CNC84_dendrites\GFP_max_projections\dendrite_sections/ER_C3_ch01.tif_MAX.tif_DENDRITE.tif","C:\Users\fl299\PhD\Data\Mine\Confocal\CNC84_dendrites\GFP_max_projections\dendrite_sections\blind/301e0e44-d925-4ab5-bd71-ab0328c28dd9.tif"
"6","ER_C4_ch01.tif_MAX.tif_DENDRITE.tif","C:\Users\fl299\PhD\Data\Mine\Confocal\CNC84_dendrites\GFP_max_projections\dendrite_sections","23ec9eb8-1fb7-479a-bf54-7cd40453ce2f","23ec9eb8-1fb7-479a-bf54-7cd40453ce2f.tif","C:\Users\fl299\PhD\Data\Mine\Confocal\CNC84_dendrites\GFP_max_projections\dendrite_sections/ER_C4_ch01.tif_MAX.tif_DENDRITE.tif","C:\Users\fl299\PhD\Data\Mine\Confocal\CNC84_dendrites\GFP_max_projections\dendrite_sections\blind/23ec9eb8-1fb7-479a-bf54-7cd40453ce2f.tif"
"7","ER_C5_ch01.tif_MAX.tif_DENDRITE.tif","C:\Users\fl299\PhD\Data\Mine\Confocal\CNC84_dendrites\GFP_max_projections\dendrite_sections","5543ec12-fb99-4dc0-8641-ab88bc3b1819","5543ec12-fb99-4dc0-8641-ab88bc3b1819.tif","C:\Users\fl299\PhD\Data\Mine\Confocal\CNC84_dendrites\GFP_max_projections\dendrite_sections/ER_C5_ch01.tif_MAX.tif_DENDRITE.tif","C:\Users\fl299\PhD\Data\Mine\Confocal\CNC84_dendrites\GFP_max_projections\dendrite_sections\blind/5543ec12-fb99-4dc0-8641-ab88bc3b1819.tif"
"8","ER_C6_ch01.tif_MAX.tif_DENDRITE.tif","C:\Users\fl299\PhD\Data\Mine\Confocal\CNC84_dendrites\GFP_max_projections\dendrite_sections","ebd2b30a-fa18-4f4d-bb75-1afaedc2d443","ebd2b30a-fa18-4f4d-bb75-1afaedc2d443.tif","C:\Users\fl299\PhD\Data\Mine\Confocal\CNC84_dendrites\GFP_max_projections\dendrite_sections/ER_C6_ch01.tif_MAX.tif_DENDRITE.tif","C:\Users\fl299\PhD\Data\Mine\Confocal\CNC84_dendrites\GFP_max_projections\dendrite_sections\blind/ebd2b30a-fa18-4f4d-bb75-1afaedc2d443.tif"
"9","ER_C7_ch01.tif_MAX.tif_DENDRITE.tif","C:\Users\fl299\PhD\Data\Mine\Confocal\CNC84_dendrites\GFP_max_projections\dendrite_sections","87541580-2b3e-4f96-b429-fd7e28201a1e","87541580-2b3e-4f96-b429-fd7e28201a1e.tif","C:\Users\fl299\PhD\Data\Mine\Confocal\CNC84_dendrites\GFP_max_projections\dendrite_sections/ER_C7_ch01.tif_MAX.tif_DENDRITE.tif","C:\Users\fl299\PhD\Data\Mine\Confocal\CNC84_dendrites\GFP_max_projections\dendrite_sections\blind/87541580-2b3e-4f96-b429-fd7e28201a1e.tif"
"10","ER_C8_ch01.tif_MAX.tif_DENDRITE.tif","C:\Users\fl299\PhD\Data\Mine\Confocal\CNC84_dendrites\GFP_max_projections\dendrite_sections","6c53e5dc-7f7a-487c-88f1-e3fe02852400","6c53e5dc-7f7a-487c-88f1-e3fe02852400.tif","C:\Users\fl299\PhD\Data\Mine\Confocal\CNC84_dendrites\GFP_max_projections\dendrite_sections/ER_C8_ch01.tif_MAX.tif_DENDRITE.tif","C:\Users\fl299\PhD\Data\Mine\Confocal\CNC84_dendrites\GFP_max_projections\dendrite_sections\blind/6c53e5dc-7f7a-487c-88f1-e3fe02852400.tif"
"11","ER_C9_ch01.tif_MAX.tif_DENDRITE.tif","C:\Users\fl299\PhD\Data\Mine\Confocal\CNC84_dendrites\GFP_max_projections\dendrite_sections","4ae4d6de-3f32-4340-848f-8e96aa3f5685","4ae4d6de-3f32-4340-848f-8e96aa3f5685.tif","C:\Users\fl299\PhD\Data\Mine\Confocal\CNC84_dendrites\GFP_max_projections\dendrite_sections/ER_C9_ch01.tif_MAX.tif_DENDRITE.tif","C:\Users\fl299\PhD\Data\Mine\Confocal\CNC84_dendrites\GFP_max_projections\dendrite_sections\blind/4ae4d6de-3f32-4340-848f-8e96aa3f5685.tif"
"12","FFAT_C1_ch01.tif_MAX.tif_DENDRITE.tif","C:\Users\fl299\PhD\Data\Mine\Confocal\CNC84_dendrites\GFP_max_projections\dendrite_sections","a98275d7-7877-46f5-a99f-f5fc36b3dfc9","a98275d7-7877-46f5-a99f-f5fc36b3dfc9.tif","C:\Users\fl299\PhD\Data\Mine\Confocal\CNC84_dendrites\GFP_max_projections\dendrite_sections/FFAT_C1_ch01.tif_MAX.tif_DENDRITE.tif","C:\Users\fl299\PhD\Data\Mine\Confocal\CNC84_dendrites\GFP_max_projections\dendrite_sections\blind/a98275d7-7877-46f5-a99f-f5fc36b3dfc9.tif"
"13","FFAT_C10_ch01.tif_MAX.tif_DENDRITE.tif","C:\Users\fl299\PhD\Data\Mine\Confocal\CNC84_dendrites\GFP_max_projections\dendrite_sections","2f4ace00-54fa-44af-9df8-0628b65edbf5","2f4ace00-54fa-44af-9df8-0628b65edbf5.tif","C:\Users\fl299\PhD\Data\Mine\Confocal\CNC84_dendrites\GFP_max_projections\dendrite_sections/FFAT_C10_ch01.tif_MAX.tif_DENDRITE.tif","C:\Users\fl299\PhD\Data\Mine\Confocal\CNC84_dendrites\GFP_max_projections\dendrite_sections\blind/2f4ace00-54fa-44af-9df8-0628b65edbf5.tif"
