"","original","dir","uuid","new","old_path","new_path"
"1","blind","C:\Users\fl299\PhD\Data\Mine\Spinning Disc\070721_cnc79_dendrites\max_projections\GFP\dendrite_sections","f58e76ce-ff49-11eb-b131-71b0fd7c6c64","f58e76ce-ff49-11eb-b131-71b0fd7c6c64.","C:\Users\fl299\PhD\Data\Mine\Spinning Disc\070721_cnc79_dendrites\max_projections\GFP\dendrite_sections/blind","C:\Users\fl299\PhD\Data\Mine\Spinning Disc\070721_cnc79_dendrites\max_projections\GFP\dendrite_sections\blind/f58e76ce-ff49-11eb-b131-71b0fd7c6c64."
"2","cell_counter","C:\Users\fl299\PhD\Data\Mine\Spinning Disc\070721_cnc79_dendrites\max_projections\GFP\dendrite_sections","98313ded-f93f-41d9-882e-34726a01ea4d","98313ded-f93f-41d9-882e-34726a01ea4d.","C:\Users\fl299\PhD\Data\Mine\Spinning Disc\070721_cnc79_dendrites\max_projections\GFP\dendrite_sections/cell_counter","C:\Users\fl299\PhD\Data\Mine\Spinning Disc\070721_cnc79_dendrites\max_projections\GFP\dendrite_sections\blind/98313ded-f93f-41d9-882e-34726a01ea4d."
"3","desktop.ini","C:\Users\fl299\PhD\Data\Mine\Spinning Disc\070721_cnc79_dendrites\max_projections\GFP\dendrite_sections","41d253c1-a5c1-4aa5-a1b4-f84512884fa7","41d253c1-a5c1-4aa5-a1b4-f84512884fa7.ini","C:\Users\fl299\PhD\Data\Mine\Spinning Disc\070721_cnc79_dendrites\max_projections\GFP\dendrite_sections/desktop.ini","C:\Users\fl299\PhD\Data\Mine\Spinning Disc\070721_cnc79_dendrites\max_projections\GFP\dendrite_sections\blind/41d253c1-a5c1-4aa5-a1b4-f84512884fa7.ini"
"4","ER_C1_w2491 BP.TIF_MAX.tif_DENDRITE.tif","C:\Users\fl299\PhD\Data\Mine\Spinning Disc\070721_cnc79_dendrites\max_projections\GFP\dendrite_sections","860aa8f7-25eb-448b-b792-64264e6b3e58","860aa8f7-25eb-448b-b792-64264e6b3e58.tif","C:\Users\fl299\PhD\Data\Mine\Spinning Disc\070721_cnc79_dendrites\max_projections\GFP\dendrite_sections/ER_C1_w2491 BP.TIF_MAX.tif_DENDRITE.tif","C:\Users\fl299\PhD\Data\Mine\Spinning Disc\070721_cnc79_dendrites\max_projections\GFP\dendrite_sections\blind/860aa8f7-25eb-448b-b792-64264e6b3e58.tif"
"5","ER_C10_w2491 BP.TIF_MAX.tif_DENDRITE.tif","C:\Users\fl299\PhD\Data\Mine\Spinning Disc\070721_cnc79_dendrites\max_projections\GFP\dendrite_sections","3db2e801-82da-4ee3-a350-b9dbd92d6a9a","3db2e801-82da-4ee3-a350-b9dbd92d6a9a.tif","C:\Users\fl299\PhD\Data\Mine\Spinning Disc\070721_cnc79_dendrites\max_projections\GFP\dendrite_sections/ER_C10_w2491 BP.TIF_MAX.tif_DENDRITE.tif","C:\Users\fl299\PhD\Data\Mine\Spinning Disc\070721_cnc79_dendrites\max_projections\GFP\dendrite_sections\blind/3db2e801-82da-4ee3-a350-b9dbd92d6a9a.tif"
"6","ER_C2_w2491 BP.TIF_MAX.tif_DENDRITE.tif","C:\Users\fl299\PhD\Data\Mine\Spinning Disc\070721_cnc79_dendrites\max_projections\GFP\dendrite_sections","d4c35a53-574c-4c99-982b-3fbfbfd03be6","d4c35a53-574c-4c99-982b-3fbfbfd03be6.tif","C:\Users\fl299\PhD\Data\Mine\Spinning Disc\070721_cnc79_dendrites\max_projections\GFP\dendrite_sections/ER_C2_w2491 BP.TIF_MAX.tif_DENDRITE.tif","C:\Users\fl299\PhD\Data\Mine\Spinning Disc\070721_cnc79_dendrites\max_projections\GFP\dendrite_sections\blind/d4c35a53-574c-4c99-982b-3fbfbfd03be6.tif"
"7","ER_C3_w2491 BP.TIF_MAX.tif_DENDRITE.tif","C:\Users\fl299\PhD\Data\Mine\Spinning Disc\070721_cnc79_dendrites\max_projections\GFP\dendrite_sections","bac04c60-77ac-4c4a-9fd1-153c65fb8775","bac04c60-77ac-4c4a-9fd1-153c65fb8775.tif","C:\Users\fl299\PhD\Data\Mine\Spinning Disc\070721_cnc79_dendrites\max_projections\GFP\dendrite_sections/ER_C3_w2491 BP.TIF_MAX.tif_DENDRITE.tif","C:\Users\fl299\PhD\Data\Mine\Spinning Disc\070721_cnc79_dendrites\max_projections\GFP\dendrite_sections\blind/bac04c60-77ac-4c4a-9fd1-153c65fb8775.tif"
"8","ER_C4_w2491 BP.TIF_MAX.tif_DENDRITE.tif","C:\Users\fl299\PhD\Data\Mine\Spinning Disc\070721_cnc79_dendrites\max_projections\GFP\dendrite_sections","ad31da74-ff2b-4082-a186-529e0f0aeb95","ad31da74-ff2b-4082-a186-529e0f0aeb95.tif","C:\Users\fl299\PhD\Data\Mine\Spinning Disc\070721_cnc79_dendrites\max_projections\GFP\dendrite_sections/ER_C4_w2491 BP.TIF_MAX.tif_DENDRITE.tif","C:\Users\fl299\PhD\Data\Mine\Spinning Disc\070721_cnc79_dendrites\max_projections\GFP\dendrite_sections\blind/ad31da74-ff2b-4082-a186-529e0f0aeb95.tif"
"9","ER_C5_w2491 BP.TIF_MAX.tif_DENDRITE.tif","C:\Users\fl299\PhD\Data\Mine\Spinning Disc\070721_cnc79_dendrites\max_projections\GFP\dendrite_sections","599b2791-9f09-4ef7-ad1c-d90c29047721","599b2791-9f09-4ef7-ad1c-d90c29047721.tif","C:\Users\fl299\PhD\Data\Mine\Spinning Disc\070721_cnc79_dendrites\max_projections\GFP\dendrite_sections/ER_C5_w2491 BP.TIF_MAX.tif_DENDRITE.tif","C:\Users\fl299\PhD\Data\Mine\Spinning Disc\070721_cnc79_dendrites\max_projections\GFP\dendrite_sections\blind/599b2791-9f09-4ef7-ad1c-d90c29047721.tif"
"10","ER_C6_w2491 BP.TIF_MAX.tif_DENDRITE.tif","C:\Users\fl299\PhD\Data\Mine\Spinning Disc\070721_cnc79_dendrites\max_projections\GFP\dendrite_sections","1db0be0a-3829-4ff2-86ac-cb8ab221d1a5","1db0be0a-3829-4ff2-86ac-cb8ab221d1a5.tif","C:\Users\fl299\PhD\Data\Mine\Spinning Disc\070721_cnc79_dendrites\max_projections\GFP\dendrite_sections/ER_C6_w2491 BP.TIF_MAX.tif_DENDRITE.tif","C:\Users\fl299\PhD\Data\Mine\Spinning Disc\070721_cnc79_dendrites\max_projections\GFP\dendrite_sections\blind/1db0be0a-3829-4ff2-86ac-cb8ab221d1a5.tif"
